item_id;vectors
1248;0.22268513|-0.4939813|0.42398167|-0.1225491|-1.0936146|0.2599668|0.036483213|-0.81762934|0.3658235|0.12057267|0.4659664|0.39059836|0.50202656|0.52392006|0.22886974|-0.48526913|0.12721083|0.45533386|-0.34534657|-0.2249049|-0.671184|0.002557695|0.20051306|-0.35562515|0.3591323|-0.01697025|-0.571434|0.64535797|0.47523838|0.26960838|-0.42795825|0.8883511|0.10968897|-0.2618567|-0.25677958|0.17724185|-0.6002729|0.35240877|-0.12705463|-0.92603046|0.38284978|-0.6124245|-0.48113024|0.3726353|-0.4734593|0.60290444|0.34658283|0.37379855|-0.5316481|-0.26820362
1249;0.2648609|-0.5182138|0.45774096|0.20501456|-0.5842033|-0.25822753|0.20731483|-0.8266623|0.18385041|-0.19453564|0.92343724|0.04284738|0.32888877|0.14756878|0.33982882|-0.77727497|0.39876324|0.7653615|-0.0036302954|-0.09000321|-0.30720314|0.4279323|0.49017572|0.05956438|0.78653985|0.12098871|-0.41153574|0.60298157|-0.028439492|0.29554924|-0.3903439|0.4501288|-0.23533145|-0.3408334|-0.15129872|0.089402914|-0.8002423|0.21700323|-0.04663025|-0.5072899|0.6421|-0.15385747|-0.7058264|0.09354943|-0.6583358|0.77770084|0.37170377|0.5897048|-0.6048912|-0.6126389
1250;0.17279202|-0.71970224|0.4529881|0.15373838|-0.14549512|-0.36531252|0.80000925|-1.3621598|0.32540646|-0.03724605|0.6804042|0.54139036|-0.25472608|-0.62044746|0.2059865|0.04344511|-0.14066648|1.0286171|-0.50664806|0.13020185|-0.40285158|0.45331725|0.11041793|-0.19656181|0.7946569|0.23569936|-0.93507314|0.12805435|-0.48952818|1.2007197|0.51420814|2.0362384|-0.110749215|-0.8013354|-0.18961886|-0.73018724|-1.214262|-0.015763834|-0.09190017|-0.4631769|0.7555341|0.24901|-0.56519705|0.7608906|-0.70029116|1.2411542|1.3244811|0.6122628|-0.50573003|-0.79746056
1251;0.33071476|-0.16462111|0.28927344|-0.086610705|-0.91280234|-0.3314032|0.29411313|-0.5424243|0.2743029|0.092923105|0.80645156|0.506522|0.15861738|0.18063451|0.19872433|-0.6608903|0.40853727|0.51895934|-0.21583602|0.2483528|-0.4401278|0.56553805|0.49306887|-0.30114895|0.34577018|0.095039144|-0.4366048|0.56650215|0.07174297|0.42119312|-0.30254608|0.79626536|-0.7328718|-0.18841545|-0.54661006|0.43123436|-0.27483374|-0.019827694|-0.1541175|-0.38832927|0.35361698|-0.3318367|-0.60810775|0.5337868|-0.76039433|0.41993612|0.11450316|0.27780056|-0.6521397|-0.41983858
1252;0.44926423|-0.6744577|0.69167775|0.22471479|-0.81490284|0.10644017|-0.18672284|-0.74023014|-0.10237624|0.12632081|0.15352604|0.152203|0.14879629|0.48662594|0.38073546|-0.5827147|0.18773803|0.776775|-0.5038014|-0.10333614|-0.5266795|0.64997745|0.2384181|-0.34349397|0.70421875|0.24306291|-0.44393486|0.39858365|0.17359881|0.39505538|-0.49646738|1.037199|-0.123438776|-0.17345233|-0.15208589|0.41311643|-0.9933926|0.4558292|-0.138206|-0.5433514|0.47811964|-0.38043445|-0.5534785|0.55676335|-0.037587404|0.71907353|0.46374196|0.40161026|-0.70138866|-0.10126966
1253;0.28808066|-0.51893723|0.679644|0.579979|-0.272219|-0.78565973|-0.3984904|-1.1099886|-0.51525897|-0.05619669|0.41533938|0.9940547|0.07561216|-0.14678553|-0.15369773|-0.26923695|0.11917886|0.3357543|-0.39068252|0.13219583|-0.58729047|0.8890719|0.48327813|0.11240348|1.0043429|0.42006445|-0.6716178|1.300266|0.2593332|0.21456401|-0.13349156|1.5515188|-0.050455302|-0.7645527|-0.8460051|-0.5244838|-0.65367925|-0.17545511|0.29342526|-0.36384398|0.4602906|0.137764|-0.5510896|0.24241756|-0.096984446|1.3428781|0.1879691|0.40993124|-1.3268673|-0.38637888
1254;-0.1263892|-0.7894654|0.195423|0.010769166|-1.0634589|-0.590325|0.22360829|-0.6663185|0.5393926|0.3396203|0.47590652|-0.10001521|0.103464216|0.7070013|0.74364007|-0.57212436|-0.010642052|0.94873345|-0.12084907|0.17786947|-0.5701373|1.0067793|-0.008238137|0.07647249|0.55820584|0.22567418|-0.298448|0.09463924|0.22456558|0.22073382|-0.22399008|0.8384523|-0.20271714|-0.0028722882|-0.21618065|0.11417274|-1.3804165|-0.058490783|0.09742362|-0.049331367|0.46550253|-0.14772192|-0.33488345|0.796216|-0.8825868|0.13796887|0.105119824|0.35283497|-0.92802596|-0.23138884
1255;0.20558019|-0.4089343|0.2505988|0.2376706|-0.7333106|-0.04223025|0.085987955|-0.69699156|0.38487017|0.32715663|0.6493091|0.26544333|-0.07834512|0.40954047|0.4223114|-0.5083239|0.15881443|0.4089998|-0.22386692|-0.050000917|-0.5067762|0.45245674|0.08552152|-0.28813982|0.397368|-0.113325566|-0.6020734|0.5458551|0.26460078|0.1982279|-0.79024035|0.4419548|-0.17396225|-0.15131855|-0.3535871|0.39477158|-0.973819|0.4142905|0.1981504|-0.34660512|0.4943732|-0.47883874|-0.5112618|0.089143515|-0.3669359|0.52451605|0.22413942|0.29651454|-0.8916478|-0.63467133
1256;0.27620223|-0.49126333|0.23238406|0.20655991|-0.77436185|-0.08827407|0.03776385|-0.6622572|0.40632623|0.31690854|0.6517918|0.30795634|-0.06685695|0.44610256|0.43192455|-0.5261032|0.09569454|0.360228|-0.26990813|-0.14129421|-0.5187844|0.56467867|0.03462699|-0.27075696|0.43198085|-0.087178454|-0.5451233|0.60579526|0.2212018|0.30557227|-0.79608506|0.47287953|-0.2504906|-0.11765831|-0.29621592|0.30653983|-0.9489104|0.4270764|0.2067127|-0.32890528|0.4633923|-0.42539424|-0.5271575|0.116208196|-0.34535053|0.5423559|0.23047045|0.25568876|-0.8684439|-0.6339885
1257;-0.5497742|-0.1421892|0.9468216|0.4217419|-0.5545307|-0.525594|-0.20340237|-1.1990249|-0.48237652|-0.17669258|1.0861274|0.5645507|0.5404668|-0.02907747|-0.32677948|-0.8246413|0.48485878|0.27381858|0.163813|-0.28011882|-0.93460125|1.1512909|1.292676|0.10738897|0.43508852|0.3340428|-0.42418724|1.032731|-0.17929912|0.6971737|-0.14314231|1.1037055|0.27873528|-0.6359902|-0.29828486|-0.33501273|-1.3269676|0.042055815|-0.13724767|-0.93606114|0.77353084|-0.042829394|-0.3009616|0.44168708|-0.5371361|0.63693833|0.38207835|0.48116598|-0.5205743|-0.44563684
1258;-0.082368195|-0.54414195|0.15603995|-0.009011693|-0.51369834|-0.083984405|0.08484032|-0.2145898|0.3524714|0.8279773|0.7168457|0.19591698|-0.5191742|0.34108433|0.4988629|-0.9417067|0.11767107|0.62983716|0.12289649|-1.3901403|-0.254757|0.20073709|0.70692635|-0.6366577|-0.10040891|0.0649135|-0.65287715|0.6323293|0.07246648|0.10727459|-0.21725553|0.64917684|-0.55885744|-0.19374806|-0.17390177|0.23957802|-0.22148791|0.09459737|0.27961037|-0.05391538|-0.007715881|-1.0823076|-0.052361846|-0.19813785|-0.3558749|0.15280634|0.5323982|0.42625117|-0.5427573|-0.35614252
1259;0.20635605|-0.34131318|0.18281057|0.08599561|-0.6613578|-0.23970525|0.43469468|-0.32934448|0.2889291|0.31738934|0.8631083|-0.17357884|-0.219948|0.7640833|0.21436834|-0.20620367|0.6223771|0.41484335|-0.097822234|-0.45915|-0.48362795|0.15897101|0.42371422|-0.35987353|0.22397345|0.11800796|-0.57651013|0.93928456|-0.3348937|0.1385642|-0.065427974|0.92801625|-0.685321|-0.2574011|0.046801746|0.39941072|-0.8022967|-0.24128388|-0.10827305|-0.5279203|0.30314428|-0.56006277|-0.25531703|0.61192435|-0.6565522|0.53503275|0.1526639|0.15020734|-0.76085174|-0.6213583
1260;0.027697027|-0.56615895|0.5418142|-0.04326942|-1.011652|-0.122132756|0.12811717|-0.39680812|0.5249491|0.42841285|0.7956112|-0.049262747|0.14183447|0.37495634|0.23323673|-0.8319372|0.33193642|1.2410295|0.12168655|-0.19901323|-0.78700656|0.6303599|1.041288|-0.40119523|0.14270547|0.45142782|-0.7738658|0.9232696|-0.0018278658|0.56589663|-0.11127051|1.2234107|-0.76349956|-0.3506211|-0.41834396|0.262523|-0.88117266|0.0022076666|-0.31506643|-0.5616889|0.287973|-0.7834576|-0.2596398|0.34594417|-0.79804796|0.6011581|0.14924355|0.49399936|-0.48696107|-0.3954257
1261;-0.059160262|-0.74931395|0.13502216|-0.102014706|-0.61805975|-0.22443774|-0.18877092|-0.7545035|0.4009046|0.46481308|0.55124223|0.17129374|0.59113175|0.016725585|0.34750053|-0.36695457|0.41875306|0.3569179|-0.5863441|-0.39362368|-0.58174247|0.45829868|0.9576931|-0.6546733|0.4780916|0.3650203|-0.6180345|0.6903672|-0.055417478|0.5577795|-0.1455805|1.051677|-0.64417493|-0.3337572|0.025865197|-0.020113543|-0.5637957|0.33460486|0.05549352|-0.5664171|0.46499458|-0.51605415|0.026931465|0.18935527|-0.46856856|0.54656357|0.5581955|0.5358674|-0.54428077|-0.33501893
1262;0.2836086|-0.617984|1.3204665|0.100163266|-1.284425|0.056564674|0.28188217|-0.47990334|0.64366204|0.45547628|0.074272245|0.4674611|0.26672688|0.34328008|-0.2630617|-1.2056837|0.0020746887|0.6556201|0.3067387|-0.285537|-0.58325404|0.165858|0.63378835|-0.23172307|0.6823081|0.16607568|-0.52635014|0.6861991|0.16433835|0.4485852|-0.2926502|0.7113902|-0.079125464|-0.007723525|-0.5588538|0.37752342|-0.76452255|0.44405526|0.5191799|-0.65889585|0.282889|-0.7436854|-0.21554756|-0.26357087|-0.7719088|0.50625396|0.23050119|0.30278698|-0.7054081|-0.71960723
1263;0.28342885|-0.8940567|0.11940166|0.30893862|-0.45956314|-0.4649933|-0.31874073|-1.2094941|1.27468|0.87390447|0.24780622|0.41042584|0.4583854|0.5776802|0.24856828|-0.7694823|0.2583779|0.59200275|0.58939946|-0.5045248|-0.29967415|0.632657|0.034909487|-0.74913204|0.42836225|0.16683018|-1.3086925|0.58051634|0.8220982|0.10784346|-0.12200763|0.98177254|-0.4097615|-0.14827837|-0.67185706|-0.5512882|-1.2738094|-0.08410078|0.589624|-0.02858901|-0.1465618|0.38010088|-0.29034203|-0.20363548|-0.67838943|0.42439824|-0.08593741|1.0008022|-0.6770299|-0.37031758
1264;0.48790425|-0.6753266|-0.020189583|0.22617386|0.023520947|-0.4767022|0.68257487|-0.3182407|0.6933663|-0.055971175|0.45557818|0.46911114|0.14171627|-0.46147144|0.35601878|-0.8798677|0.3586495|0.31766257|-0.29026198|0.30518904|-0.44185767|0.23560943|0.46561047|-0.50529444|-0.16766793|-0.0204963|-0.7358852|1.0250206|1.2674979|0.109657615|0.16745752|0.745025|-0.85921574|-0.3438721|0.20467423|-0.33791417|-0.12930948|0.45980245|0.5753937|0.40026373|0.05054027|-0.30790374|-0.4144116|0.69725263|0.3514439|0.06774467|0.3827942|1.2302439|-0.45931572|-0.5805398
1265;0.09337585|-0.534431|0.6696631|0.17562592|-0.97684073|-0.6061392|0.44378906|-1.0000534|0.76353043|0.34820345|0.524149|0.3316775|0.3827799|-0.07061735|0.3938833|-0.8647643|0.57943827|0.8068758|-0.31106538|-0.1521972|-0.5695285|0.46022344|0.70690817|-0.6466406|-0.12817806|-0.016209118|-0.53555113|0.17990297|0.3188607|0.49242717|0.11770213|0.9749824|-0.32130766|-0.32016492|-0.71205693|-0.17048818|-0.84970105|0.15038165|-0.1547746|-0.54914576|0.37408417|-0.69156986|-0.37062195|0.18878457|-1.282394|0.53491676|0.33730733|0.741208|-1.357791|-0.30689782
1266;0.3356505|-0.20331334|0.9477207|0.24146526|-0.5405294|-0.3928933|0.29746246|-0.4486385|0.33404118|0.10996944|0.5499034|0.029306725|0.084152326|0.2708197|0.28515184|-0.6669135|0.48241115|1.0014867|-0.20193323|-0.050933808|-0.44245735|0.5587341|0.72938776|0.09309572|0.38611317|-0.04691549|-0.8518181|0.69075626|0.16757414|0.2178141|0.11621562|1.0808028|-0.47918123|-0.43920887|-0.2832172|0.150385|-0.80424905|0.026240423|0.06569353|-0.47698772|0.35936874|-0.11083943|-0.4968768|0.4289652|-0.9756056|0.31520683|0.13528816|0.5608181|-0.5773368|-0.16687417
1267;0.33550948|-1.013259|0.7952601|0.13295093|-0.094422996|-0.22965434|-0.07882121|-0.5940152|-0.07327883|0.5738459|0.48167372|0.07847777|0.3017131|-0.15653205|0.80750936|-0.1396845|0.5192852|0.53838176|-0.5821897|-0.3634992|-0.416333|0.07222551|0.32092875|-0.33448732|0.7785555|-0.24093322|-0.828359|0.37258753|-0.0418306|0.32569182|0.39615|1.1792618|-0.3585325|0.01539205|-0.2631107|0.107669316|-0.72831607|-0.37432367|0.019179955|-0.63183254|-0.11558962|-0.3596177|-0.33524486|0.14950573|-1.2583034|0.5524662|0.5593613|0.3178909|-0.93265814|-0.2244248
1268;0.6076107|-0.15446478|0.57196563|0.4104576|-0.8167198|-0.39002186|0.25945807|-0.58863115|0.6405379|0.42894942|0.65851307|0.24246487|0.14167234|0.13771935|0.38737944|-0.36873636|0.8115438|1.0679088|-0.8023529|-0.46981514|-0.6362232|0.20237228|0.722343|-0.5602528|0.6177939|0.10582705|-0.57622063|0.27527145|0.4519567|0.5364166|0.31449533|1.2179176|-0.7715447|0.23299246|-0.19898397|-0.46401846|-0.47795948|-0.14462222|0.29121888|-0.40228158|0.14621466|-0.55164695|-0.14988399|-0.02981478|-1.1170769|0.6106925|0.76895976|0.7202866|-1.0929408|-0.5603099
1269;0.21564162|-0.59249085|0.41720462|0.19943106|-0.6924839|-0.38376617|0.44841337|-0.9543886|0.28454608|0.13933325|0.42610157|0.36415648|0.02233389|0.28766978|0.5171577|-0.7782406|0.07679188|0.44677013|-0.68708766|-0.22389215|-0.7308661|0.486311|-0.3102173|-0.39783886|0.41570315|-0.62549376|-0.71297896|0.6534654|0.116134584|0.4154124|0.16704035|0.6220578|-0.4694671|-0.50680107|-0.27308902|-0.15962896|-0.79096633|0.2521615|-0.32890058|-0.7836792|0.32845348|-0.35258418|-0.82196224|0.4363651|-0.35747284|0.41210088|-0.0033528209|0.49392807|-0.74544287|-0.60224736
1270;0.23975313|-0.52216375|0.64550316|-0.019947886|-0.9476844|0.050278798|0.16968803|-0.34188235|0.23200135|0.5468626|0.8275491|0.7057626|0.05136247|0.34391925|0.3031993|-0.50795484|0.44540623|0.77618134|0.08260319|0.025660202|-0.33901322|0.5628592|0.38251007|-0.3878227|0.38528603|-0.13803427|-0.8025761|0.63225585|0.31184393|0.42147502|-0.3080223|0.8520419|-0.23874478|-0.41038477|-0.2752274|0.3828702|-0.7348828|0.14394993|0.048633054|-0.62192214|0.6611198|-0.5051095|-0.8476453|0.45355663|-0.5562544|0.1556567|0.48170644|0.17882743|-0.7925152|-0.8909807
1271;0.2679891|-0.7825127|0.95859146|-0.090850934|-0.7966153|-0.4128449|0.18172109|-0.37543315|-0.017006472|0.074722335|0.0028489828|-0.19004042|0.14185342|0.08425145|0.29298106|-0.10688865|0.40327567|0.8242676|0.21699566|0.40374675|-0.9098289|0.1564751|0.15220442|-0.29143247|0.9559216|-0.03920645|-0.5580698|1.0317272|0.17428626|0.42100003|0.025415897|0.7409012|-0.42857468|-0.20548843|0.17769073|0.10095414|-0.4770527|0.102298625|0.22363842|-0.5395313|0.36508206|-0.29124206|-0.66898173|0.74547845|-0.31462574|0.35228804|0.31376648|0.090131015|-0.48488212|-0.30481607
1272;0.6387224|-0.24265108|0.28889647|0.2993032|-0.5479748|0.1754766|-0.56364584|-0.82353026|-0.10254736|0.46757913|0.79659283|-0.019582912|0.66865325|0.032264724|0.52274966|-0.6914684|0.44218233|0.36680666|-0.59536934|-0.11043475|-0.9184023|0.36994857|0.66427064|-1.0081958|0.2088078|-0.14382519|-0.6997055|0.58390194|0.51352334|-0.05790755|-0.097886615|1.428603|0.20544034|0.00075785816|-0.035872206|-0.22003454|-0.6445621|-0.04175134|-0.21920893|-0.678535|0.262317|-0.5081083|-0.5908721|0.32233548|-0.33314782|0.7267853|0.25597197|0.70868266|-0.78196806|-0.51542264
1273;-0.0023294985|-0.4286892|0.6496553|0.034762584|-0.35682705|-0.25419417|-0.28551587|-0.71603143|0.50148857|0.26176146|0.51369|0.49479747|0.37366784|0.21954305|0.29642114|-0.8271786|0.64664197|0.905319|-0.4119962|-0.046887096|-0.44483656|0.4405815|0.4374659|-0.32782084|0.41632807|-0.15199524|-0.49457973|0.7431488|0.16241437|0.36035198|0.07497841|0.80938745|-0.33790302|-0.3984003|-0.14903274|0.30432823|-0.6600556|0.18233798|-0.06478113|-0.29897922|0.33966154|-0.32890153|-0.18278629|0.37486175|-0.27628264|0.5294413|0.648757|0.19966039|-0.4783138|-0.34701708
1274;0.09457475|0.029617399|0.6761459|0.11268115|-0.17511874|0.020709291|-0.20608202|-0.7753079|0.69044626|0.17600435|0.38393337|0.36399227|-0.37107325|0.29951888|0.24280828|-0.65738785|0.6912843|0.9418593|0.066690266|-0.33791924|-0.6444008|0.28740686|0.4416182|-0.27056777|0.45149958|0.32873726|-0.9024013|-0.12324232|0.3633909|0.19348544|-0.38518238|0.5453712|-0.20675749|-0.18421823|-0.1600881|0.8218462|-1.0143483|0.11161257|0.31023854|-0.34824413|0.5309036|-0.6151555|-0.9187847|0.4021619|-0.7012521|0.15103224|0.01999718|0.20589927|-0.82746494|-0.5467024
1275;0.113977|-0.5149639|0.6581627|0.24740548|-0.34826955|0.06807773|0.13410322|-0.6554718|0.117586054|0.24423555|0.4105459|0.4599197|0.670364|0.08793904|0.34368476|-0.80319977|0.4924956|0.74335974|0.13113451|-0.09090392|-0.4879861|0.7106707|0.6049212|-0.22039536|0.5620007|-0.20607373|-0.9672528|0.6243243|0.12379862|0.40923125|-0.10083243|0.58976734|-0.09179334|-0.18802148|-0.20316224|0.2924503|-0.7742228|-0.10055862|0.008913757|-0.6688015|0.50670666|-0.3955344|-0.410413|0.039795965|-0.3560474|0.53929937|0.05921817|0.5864142|-0.70962137|-0.42362916
1276;0.5850562|-0.81834495|0.73989356|-0.2499388|-0.54842174|-0.49517637|0.6272942|-0.3786606|-0.07319383|0.22704816|0.09669727|-0.07945807|-0.2836045|0.33674735|0.4348516|-0.19932795|0.7726152|0.6618356|0.1871039|0.21891081|-0.90369564|-0.27274033|-0.06529352|-0.5950244|0.10011059|0.03922364|-0.5410481|-0.26055783|0.15727937|0.7056626|-0.08364408|0.10616654|-0.91173166|0.22237088|0.004690662|0.7437701|-0.046617568|0.19596294|-0.3722583|-0.42137358|0.54571486|-0.26617426|-0.21406925|1.1113327|-0.021369934|0.5607169|0.8198543|0.7631362|-0.9423312|-0.05480665
1277;-0.17866483|-0.53924596|0.31401646|-0.28149092|-0.7212201|0.1590663|0.15425643|-0.82065654|0.4540704|-0.3209186|1.14349|0.6061456|0.0049806684|-0.32076722|0.51630807|-0.6263634|0.6678308|1.0496664|-0.9738879|-0.9874987|-0.2905685|0.60150456|0.7344028|-0.28396326|0.97155637|0.40161625|-0.3942694|0.37488607|-0.22238463|0.85518754|-0.5508636|0.63922536|-0.04365976|-0.22991666|0.095728576|-0.48691326|-1.225522|-0.11404343|-0.06928637|-0.83301437|0.44904006|-0.0877932|-0.666191|0.46766067|-0.6349585|0.56162685|0.5512593|0.67506075|-1.2519782|-0.61337584
1278;0.07212043|-0.43360722|0.4495381|-0.10954371|-1.0272479|-0.0031110495|-0.25159374|-0.42718685|0.0694343|-0.055782795|0.6554874|0.10043189|0.24674653|0.42431143|0.44596553|-0.7052146|0.3058309|0.16317397|-0.29244447|0.21860117|0.02700311|0.49068034|0.116971254|-0.12440671|1.037794|0.17105484|-0.34988457|0.4654004|-0.095811665|0.3484828|-0.2398133|0.6984788|-0.49357775|-0.19134593|-0.30095738|0.15323421|-0.71713406|0.411427|-0.45156363|-0.32771158|0.46371582|-0.099455744|-0.024434447|0.018525898|-0.27702245|0.62255037|-0.08294618|0.11818248|-0.72442585|-0.75788695
1279;0.53852826|-0.31740987|0.3627079|0.5228001|0.24309331|-0.55823874|1.4423884|0.14446187|0.6817562|0.4912966|0.28938615|0.76700735|0.8820266|0.15629664|0.27296114|-1.2954276|0.7082252|1.2988529|-0.21540788|-1.2066196|-1.0277368|1.2131635|0.76541483|-0.025573194|-0.15064353|0.31088656|-1.245074|1.1479189|0.05728832|-0.030624568|0.106910795|-0.3946141|0.13440445|-0.5394303|0.37658298|0.71949285|-0.75652426|0.1453107|0.7325834|-1.2253473|0.13957009|-1.1595443|-0.85093653|0.25908935|-0.84260494|0.31950197|0.27847454|0.60630786|-0.8406284|-0.4095503
1280;-0.64371246|-0.941211|0.1703063|-0.032709196|-0.57886094|-0.45058623|0.739179|-0.64924175|-0.30281526|0.70444405|0.5168603|0.081520244|1.0408211|0.8255684|0.7757991|0.03162861|0.63578403|0.61399543|0.17309469|-0.55652106|-0.7862418|0.89736676|0.48906875|-0.4579465|0.24134867|0.05925375|-1.3114197|0.6409599|-0.3640058|0.081976116|-0.06733997|0.6857621|-0.24694805|-0.34907025|-0.18655859|1.0777068|-1.7675858|0.1231163|-0.048974417|-0.7180094|0.59881866|-0.4168552|0.011761129|0.29024702|-2.010621|0.43235743|-0.13649306|0.058863908|-0.7690833|-0.62446123
1281;0.3299439|-0.6379934|0.66482776|0.4103201|-0.5160973|-0.66913986|-0.053020835|-0.72278357|-0.0677215|0.867314|0.3998013|-0.15048797|0.16535552|-0.067516744|0.38011536|-0.80457985|0.35708794|0.69689137|-0.10781978|-0.6897363|-1.0055633|0.89724773|0.6347739|-0.57455397|0.24708967|-0.5369666|-0.634045|0.61959404|0.807895|0.4984062|-0.062290713|1.234822|0.23414809|-0.24321523|0.11794236|0.35478333|-1.0334387|-0.08912046|0.23320758|-0.29476792|0.110821396|-0.5750911|-0.5969604|0.41159078|-0.97104275|0.72769743|-0.2779435|0.250231|-1.1158293|-0.1660837
1282;0.39062375|-0.30099273|-0.26877302|0.058590025|-0.3139086|-0.28344107|-0.15628257|-0.8660693|-0.0804524|-0.031303912|1.0738668|-0.43939483|0.38294286|0.3930265|0.9108898|-0.28863668|0.81427705|0.3973594|-0.097988635|-0.8441274|-0.70342755|0.66980356|0.37218308|-0.39472115|0.3807555|0.5321167|-0.82390535|0.028119445|0.35628277|0.69055223|-0.41577175|0.03507662|-0.12735736|-0.3595546|-0.25951707|0.059727445|-0.5289152|0.5275436|0.33997628|-0.5063598|0.5455123|-1.0929704|-0.5498569|0.63914853|0.0019066334|0.5510349|0.34717065|0.84446836|-0.9185666|-1.1677835
1283;-0.158001|-0.23452927|0.45383343|0.08732236|-0.13594872|-0.195737|0.37382317|-0.89939964|0.5589662|0.36948517|0.9328385|0.060052484|0.34412748|0.026372775|0.55068123|-1.3012455|0.9482146|0.5949036|-0.5071484|-0.28691435|-0.45003235|0.6251176|0.7855265|-0.6531727|0.21583363|0.70968133|-0.6933284|0.80088913|0.50589836|0.23002146|-0.13530523|0.91930723|-0.07177198|-0.08620504|-0.29927787|-0.24312812|-0.66142964|0.7493687|0.45537847|-0.60674036|-0.3092302|-0.587699|0.03282243|0.8072321|-0.35225195|0.69732577|-0.061060607|0.69394606|-0.32512423|-0.20013428
1284;0.63721085|-0.7117713|0.7846621|0.7279772|-1.1182425|0.24136014|-0.048786327|-0.322163|-0.16592397|0.33520648|0.50954485|0.28743467|0.27777356|0.19432487|0.76557183|-0.65160996|0.49709335|0.6627586|-0.21113779|-0.13498276|0.034341514|0.38346332|0.5238665|-0.61013895|0.21270311|0.1841886|-0.17996153|0.530961|0.35468072|0.3227097|-0.44717425|0.834195|0.2051529|-0.048513517|-0.07605019|-0.1512222|-0.99501276|0.13639677|0.12369003|-0.45073158|0.500789|-0.6895023|-0.8835604|0.12990865|-0.83558524|0.8609354|-0.0031441748|0.4044147|-0.73261464|-0.5946238
1285;0.053049356|-0.05008015|0.6042031|0.28478628|-1.0376207|-0.22915545|0.055077218|-0.502875|0.115135916|0.09695329|0.12767875|0.22601297|0.13032426|-0.02096513|-0.108012795|-0.7623965|0.6080657|0.5921998|0.06763363|-0.050992392|-0.37312582|0.8912841|0.33836|-0.6551761|0.30957827|0.39298353|-0.9516274|0.99261713|0.5493884|0.4561662|-0.48937288|0.6592725|0.08197558|-0.29463333|0.03173551|0.16782992|-0.65182406|0.492195|0.084551156|-0.6195351|0.32216132|-0.39728728|-0.5447373|0.55337775|-0.3775248|0.7006945|0.16508718|0.58771116|-0.7233257|-0.52340263
1286;0.2754426|-0.63655293|1.0351822|-0.5276428|-0.8690864|0.015716389|0.01437816|-0.36742017|-0.15030168|0.33164167|0.25335816|-0.24598296|-0.1796889|-0.047354996|0.15346201|-0.04578799|0.5982451|1.0596042|-0.44861406|0.55499965|-0.67988956|-0.0067219734|0.5247648|-0.63069654|0.5012244|0.041878574|-0.48557884|0.69669366|-0.21874121|0.14444438|0.26200002|0.4265495|-0.31816792|-0.09769528|0.011339664|0.4913096|-0.4124854|-0.09056313|0.24310964|-0.35755336|0.64682794|-0.044430345|-0.59518397|0.9346981|-0.45111233|0.49235874|0.31032202|0.45960644|-0.8199575|0.05856046
1287;0.24650206|-0.43502092|0.42210954|-0.37997067|-0.66750956|-0.043349013|0.19329095|-0.61431533|0.2589437|0.16615722|0.5282934|0.11999175|0.051650554|0.29892272|0.43440711|-0.7167699|0.6054323|0.5657214|-0.27547204|-0.559718|-0.5946431|0.18552032|0.67559505|-0.34417844|0.4276894|0.04964565|-0.5359111|0.560394|0.04836653|0.15490395|-0.19151974|0.6323992|-0.38668057|-0.3067913|-0.17147648|0.3633899|-0.47871733|0.15622|-0.10260904|-0.5570177|0.6527826|-0.15344845|-0.10608578|0.43826273|-0.6557464|0.6998642|0.396952|0.48001564|-0.70640844|-0.5361632
1288;0.33809108|-0.33516276|0.5824809|0.21974905|-0.7505261|-0.15044528|-0.6435307|-1.1159599|-0.1767713|0.40704092|0.7374287|-0.060444906|-0.25470725|0.109839275|0.52306294|-0.5091377|0.38756704|0.36897773|-0.039257392|0.17837787|-0.5631674|0.6859998|0.88201666|-0.06164202|0.8323914|0.06232618|-0.25048223|0.34726733|0.15895009|0.692963|0.13995892|0.8906346|-0.7833424|-0.33495337|0.0570589|0.42365158|-0.84424335|0.14291796|0.105886824|-0.6916625|0.43852293|-0.0069161355|-0.96877086|0.15979223|-0.5183763|0.5622682|0.8264198|0.4639725|-0.85480905|-0.16029176
1289;0.23013903|-0.4296691|0.6395503|-0.18861477|-0.7478192|0.3185627|0.03667459|-0.48922563|-0.018391311|0.09704155|0.9090959|0.090463206|0.25623354|0.24064688|0.33730623|-0.6180055|0.4981159|0.4511628|-0.28104967|-0.009573832|-0.48081046|0.15179384|0.6046492|-0.383467|0.5440087|0.082815066|-0.654979|0.9310239|-0.12555483|0.37547764|-0.19908123|0.66404825|-0.34289148|-0.33889768|-0.26447058|0.16881286|-0.6789294|0.105918296|-0.3552521|-0.5470036|0.74206895|-0.27232057|-0.34829992|0.4645911|-0.6806518|0.6585508|0.3714146|0.5803361|-0.86899966|-0.5917008
1290;0.13894571|-0.7161667|0.95605123|0.2880581|-0.6362763|0.13351391|-0.37931284|-0.68406576|0.137291|0.5890657|0.5991251|0.3362492|-0.08730504|0.03924556|0.6325598|-0.16512418|0.733265|0.66087776|0.13635755|0.079269074|-0.72404355|0.23577751|0.9301263|-0.37252706|0.23246506|0.018979445|-0.8259718|0.07400191|0.00093986094|0.18445365|-0.45147416|0.78570336|-0.24324605|-0.17412353|-0.15254027|-0.08448437|-0.4589845|0.35968727|0.057121754|-0.27043885|0.49338353|-0.7589296|0.02949214|0.111680776|-0.5533491|0.56698006|0.24184932|0.60347927|-0.6638079|-0.492143
