item_id;vectors
1239;-0.4512281|0.22957592|-0.12969913|-0.08863132|-0.9226576|-0.5075722|-0.8735274|0.1896218|-0.19657081|0.44292325|0.3058812|-0.101492465|-0.71310186|0.48011032|-0.19423272|0.14368127|-0.74086004|0.15178579|-0.7411253|0.5651512|-0.68854165|0.23212656|-0.40555134|-0.0057804137|0.22071582|-0.11977069|-0.45360622|0.03304883|-0.5684264|-0.76952803|-0.10360354|-0.10123038|0.10284926|0.32453945|0.6341646|-0.34042415|0.16533127|0.3334693|0.159392|0.7666982|-0.5324511|0.6391867|-0.58156765|-0.33168918|0.60764945|0.63012975|0.17605084|0.0493581|0.83784956|0.3449316|0.31399482|-0.47843185|-0.2660055|-0.54189354|-0.3933752|-0.003672704|-0.110839784|-0.19534293|-0.35718137|-0.2504129|-0.090794235|0.10262573|0.25579366|0.09313108|-0.5968069|0.12352267|0.27240145|-0.41563916|0.07345112|0.43316624|-0.58806455|0.3716635|0.33262488|0.2116484|0.32894263|-0.5101494|0.3598712|0.7638188|-0.22806388|0.055637747|0.3451539|-0.029513955|-0.3035185|-0.81400824|-0.15703043|0.49147487|-0.58088505|0.6484051|0.7061791|-0.62352973|0.5437646|-0.0016041696|-0.15245718|0.6403165|-0.6987572|0.44275934|0.14561011|0.024063908|-0.45281747|-0.6142334
1240;-0.33417043|0.34457552|0.34242135|0.0728337|-0.24362493|-0.8304702|-0.44658673|-0.18416736|-0.5292728|0.15536973|0.3264236|-0.031039892|-0.88834697|0.5438821|-0.7455533|0.072519585|-0.010848913|-0.23820743|-0.6583531|0.4541036|-0.5249496|0.9818|-1.0885657|0.24218462|0.2944578|-0.42518312|-0.4000669|0.39129397|-0.7966995|-0.79613596|0.26370135|0.59762675|0.41803288|0.35053915|0.2954527|-0.20406845|-0.068468325|0.2619576|-0.27749437|0.41057956|0.00082311034|0.5720952|-0.5174365|-0.37528402|0.3659904|0.4972111|0.3046884|0.08677931|0.99610275|-0.18091938|0.5984967|-0.17425391|-0.44945025|0.3636738|-0.4400944|0.02469416|-0.44648907|0.24251622|-0.64986897|0.594782|0.2556638|-0.48954028|0.29500425|0.11223839|-0.80244946|0.3715462|0.7083712|-0.5678898|0.08621805|0.017250545|-0.035165995|0.7407118|0.5114837|0.43076023|0.2926416|-0.19676748|0.32697374|0.8823334|-0.18789887|0.34966648|0.51141346|0.5419252|-0.38801876|0.088719435|-0.22004639|0.18226203|-0.3534935|0.21962543|0.33945906|-0.35643452|0.20163399|0.20822546|-0.35810232|-0.15632343|-0.22977078|0.49219322|-0.15709113|0.34684926|-0.06891042|-0.18277246
1241;-0.45992538|0.50781745|0.30075613|-0.31594646|-0.47515717|-0.52814853|-0.58436733|0.115852825|-0.20185697|0.14616196|0.28027183|-0.16720876|-0.5261416|0.7979678|-0.5591718|0.10251717|-0.08408171|-0.11590967|-0.31190634|0.5074638|-0.23769128|0.46183315|-0.29668182|-0.2189636|0.39570573|0.041042138|0.003033191|-0.08643654|-0.39458248|-0.6915047|0.28043202|0.56011045|0.123056754|0.3664909|0.12281439|-0.36137757|-0.1789232|0.15737003|0.08722597|0.6992687|-0.24376203|0.4477324|-0.18851571|-0.17277868|0.34529114|0.688748|0.14775318|-0.14840855|0.76205987|0.36705646|0.45614848|-0.049100056|-0.1373139|0.029989025|-0.2168005|0.088622265|-0.3182883|0.3074752|-0.077938005|0.47719213|-0.35241055|0.25070038|0.22517273|-0.02180773|-0.41196728|0.25729334|-0.009695783|-0.26614946|0.09410247|-0.09012287|-0.4706473|0.576244|0.6416595|0.37027836|0.053207934|-0.6077199|0.23236439|0.87914604|0.5760898|0.5661385|0.258556|-0.058128297|-0.24537742|-0.20748001|-0.43489835|0.46275878|-0.18944536|0.7447767|0.47755492|-0.30978495|0.4693591|0.4692837|-0.17571884|0.3963449|-0.44595706|0.1707304|-0.5267236|-0.045701012|-0.3369714|0.14846322
1242;0.1065163|0.30731308|-0.3750251|-0.14510573|-0.5700153|-0.49370927|0.05185291|0.70903486|-0.08539432|-0.04791297|0.6372173|-0.21157482|-0.106746525|-0.11416072|-0.58305985|-0.04483232|-0.24411318|0.50525546|-0.37876627|-0.14000714|-0.97071266|-0.32318717|-0.18341875|-0.16080955|0.29870293|0.73768115|-0.66013944|0.19212481|0.12184259|-0.77612877|0.016499817|0.23092711|0.17358835|0.47249684|0.82397294|-0.36271945|-0.31061536|-0.29137638|0.20573887|0.38238823|-0.11499723|0.16083628|0.3378311|-0.47334605|0.6023586|-0.036350578|0.080670804|0.062119983|0.80959815|0.08329101|0.5633389|-0.5836563|0.05980727|-0.3923264|-0.59825325|-0.08443474|-0.28248793|0.36709106|-0.39761597|-0.9039303|-0.7737095|0.63876146|0.31334007|-0.7959145|0.018972069|0.27680412|0.026873127|-0.3287937|-0.3157482|0.466278|0.013969302|-0.08755389|-0.502869|1.4269794|1.074107|-0.35655293|-0.09331596|0.6544709|0.4384777|1.5616539|0.6801763|0.3846154|-0.77536833|-0.23799112|0.03990206|0.3593496|-0.7209841|0.17884932|0.8653667|-0.1282671|0.5476272|0.1468589|-0.1579688|0.1487022|0.075789064|0.4845173|-0.63799846|-0.5285931|-0.24652958|-0.81003666
1243;-0.13974412|0.2890416|-0.012960754|0.41791496|-0.15332358|-0.51357704|-0.6001854|0.15304251|-0.3420254|-0.027461171|0.56436265|-0.45652965|-0.45269227|0.3615436|-0.68658763|-0.22506586|0.41912916|0.055419877|-0.6432583|0.6165409|-0.423243|0.5576471|-0.70212317|-0.10664133|0.10810651|-0.0024224743|0.32808873|0.47693074|-0.42425036|-0.5781553|0.29220396|0.24555041|0.17230755|-0.43565768|-0.1256475|-0.21078266|-0.5352396|0.16013873|0.16921014|0.51195335|-0.1019856|0.09224367|-0.5506645|0.071136534|0.4694942|0.55149806|0.17038788|-0.1684387|0.7654306|0.37817633|0.18631783|0.05414796|0.013351321|-0.24177481|0.06267154|0.15248328|-0.68656015|0.6828997|-0.23666066|0.3223352|-0.025941893|0.0603756|0.46863544|-0.24568805|-0.55747336|0.15054291|0.7965169|-0.26175702|0.38034302|-0.220319|-0.4395079|0.4744019|0.17383239|0.079149544|0.036934912|-0.16076419|0.7480498|0.7787388|0.21730116|0.003178984|0.13805482|0.50713205|-0.41060308|0.23854631|-0.30392697|0.28963464|-0.17039761|-0.0349828|0.3321961|-0.8764047|0.81392217|0.13792285|-0.20100893|0.20739096|-0.25208333|0.56837976|0.33956856|-0.39493495|-0.78924453|-0.1939139
1244;0.023163944|0.1199657|-0.3810987|0.41431233|-0.661795|-0.63213843|-0.12925646|0.55588955|-0.042215556|-0.12989874|0.6926516|0.40833294|-0.5248414|-0.05062425|-0.40474004|0.25071174|0.10368042|0.6316294|-0.6519902|0.28731588|-0.7946801|0.49843273|-0.51169807|-0.5644283|-0.12003347|0.5094267|-0.04999776|-0.5209798|-0.49548027|-0.52007127|0.41259283|0.9475826|0.07918769|0.33113113|0.5261394|-0.36393115|-0.4783043|-0.5916316|0.1478232|0.5354058|-0.38695338|-0.123739704|-0.5755393|-0.21656907|0.3418747|0.67380714|0.17690974|-0.1957877|0.6324365|-0.40380728|0.721642|-0.78984845|0.3565212|-0.06234902|-0.4655882|-0.37939927|-0.26875535|0.12036696|-0.645931|-0.1171017|-0.21683508|0.25625324|0.5628662|-0.5544821|-0.4997|0.3897292|0.07907356|-0.47708166|-0.3744211|-0.14437535|-0.3948366|0.5816447|-0.06106037|0.76647127|0.008873671|-0.5523598|-0.3319798|1.3686926|0.07882357|0.39608023|0.72395056|0.23862918|-0.28888527|0.18135443|0.09854928|0.30816048|-0.2855496|0.78105795|0.13289303|0.06577575|0.696336|-0.10287027|-0.7096257|0.13642687|-0.13173491|0.45096987|-0.40975112|-0.26648265|-0.18647207|-0.62007344
1245;-0.082834125|0.060839176|-0.10244231|0.23958792|-0.12338936|-0.25347862|-0.2401638|0.45039758|0.030518413|0.26228124|0.6199669|0.552286|-0.27639812|-0.05722493|-0.23685385|0.030662492|0.26595804|-0.22566354|-0.44161138|0.45605975|-0.49377736|0.5889|-0.44820866|-0.01520925|0.32301772|-0.112811506|-0.33546817|-0.122661486|-0.5207705|-0.39351624|0.4321312|0.368811|-0.20078316|0.42340985|0.055986986|0.05082825|-0.13467573|0.3241419|-0.13993686|0.44148347|-0.06410657|0.13996813|-0.47811174|-0.29965046|0.32159668|0.094198704|0.077800125|0.09350953|0.6719577|0.047734037|0.6179652|0.049791068|-0.12055831|-0.11957805|-0.09824595|-0.20670193|-0.3621052|0.21943347|-0.30825746|-0.12731844|0.313837|0.0095311105|0.19534151|0.016684473|-0.2501821|-0.00031784177|0.26698187|-0.25845456|-0.30982754|0.008231834|-0.62742066|0.2006504|0.2384558|0.5976015|0.5315898|-0.5999339|0.07601309|0.8359596|0.028492332|0.16619447|0.68108195|-0.02171266|-0.428645|0.1391713|-0.6007271|0.5635864|-0.2617434|0.4008336|0.69875705|-0.23881814|0.2242221|0.18439867|-0.23658153|-0.30785677|-0.10211666|0.6384332|-0.0088442415|-0.11325048|-0.06690961|-0.5596331
1246;-0.40117058|0.27801803|-0.30146766|0.47816324|-0.23523006|-0.7102787|-0.437225|0.40773037|-0.035445347|-0.02455023|0.23389079|-0.07469009|-0.01278156|0.32266742|-0.19176605|-0.10707147|0.16276386|-0.13775262|-0.7321141|0.5628116|-0.22967249|0.6462144|-0.34629744|-0.28371984|0.18523076|0.0008779168|-0.346754|0.13127263|-0.2296798|-0.5885927|0.33884287|0.42857033|0.02686634|0.5688494|-0.015856773|-0.3895259|-0.15944739|-0.17608115|0.03892862|0.517047|0.20402445|0.30923367|-0.3920728|-0.00747329|0.025317103|0.48913965|0.015307128|0.024333514|0.7711278|0.25083426|0.40286428|0.20772392|-0.40419915|-0.027138382|-0.40130192|-0.25971368|-0.08160497|0.3195463|-0.37648436|0.18077196|-0.11612847|0.3065293|0.24221341|-0.31139237|-0.16260102|-0.08707395|0.12878245|-0.14195505|-0.03371091|-0.05059423|-0.5799073|0.03900066|0.3391134|0.4771475|0.30001405|-0.51917696|-0.15759994|0.9379848|0.27804136|0.56618226|0.22783042|0.41670457|-0.24398902|-0.15585795|-0.5072799|0.38480034|-0.37068596|0.29896706|0.44242433|-0.24324644|0.084329575|0.085226566|-0.16130155|0.1617233|-0.23709509|0.5786116|-0.14234243|-0.12495367|-0.42873552|-0.4237104
1247;-0.43626052|0.10111928|-0.34162566|0.14735696|-0.3161815|-0.38695687|-0.6552706|0.14069292|-0.2422137|0.3477559|0.27752268|-0.023733176|-0.38633338|0.26197574|-0.36615676|0.0040552765|-0.24052592|0.12857446|-0.68964994|0.49258462|-0.6091946|0.65937555|-0.52566385|-0.1622219|0.5212853|0.1304377|-0.3915421|0.24875826|-0.39120454|-0.7793073|0.45319915|0.34613305|0.04316681|0.45441994|0.18849269|-0.46245152|-0.35474145|0.012661878|0.121206395|0.19721779|-0.101381466|0.39450175|-0.6159822|-0.20903549|0.5673076|0.28925163|-0.14460424|-0.011656414|0.8172512|0.3853798|0.4120261|0.17777032|-0.3045707|-0.15258923|-0.16185708|0.028268933|-0.26221204|0.5661579|-0.11889839|0.35226566|-0.30887625|0.055430233|0.3909384|-0.40082586|-0.52919304|0.34938744|0.20402|-0.17958303|0.24787305|0.11102866|-0.52895665|0.39681876|0.2755426|0.24518806|0.51144755|-0.5819229|0.3430012|0.8111108|0.5173215|0.50016004|0.42464858|0.27944505|-0.3888481|-0.0139045715|-0.3146477|0.34248123|-0.17571971|0.44990304|0.33681604|-0.5128129|0.14439431|0.058704093|-0.016030192|0.2904192|-0.4796618|0.5199308|-0.13199957|0.06280491|-0.64370877|-0.33632916
1248;-0.3585226|0.3200854|-0.18613249|0.39156422|-0.30976474|-0.5908754|-0.642898|0.137415|-0.20908673|0.1818698|0.6820611|-0.084147826|-0.5169413|0.30503637|-0.37559825|-0.07214826|-0.074874714|0.1728543|-0.3610294|0.49465865|-0.74918795|0.44246066|-0.7277059|-0.11366808|-0.05861613|-0.012618676|-0.46630293|0.10174104|-0.33230105|-0.6348125|0.26551315|0.5267025|-0.012289986|0.62120825|-0.27068228|-0.3841463|-0.11425012|-0.11663765|0.042714857|0.39707822|-0.2500643|0.2014749|-0.03649029|-0.004536554|0.28293002|0.36799073|0.35761893|-0.052647695|0.60144657|0.17961583|0.24832302|0.15440267|-0.22559813|-0.45948762|-0.2857687|-0.13782886|-0.12427513|0.20265952|-0.090544134|0.16680622|-0.02330707|0.22690769|0.43343714|-0.11433011|-0.4821999|0.26084328|0.26838815|-0.09845967|0.3347452|-0.19186585|-0.47740167|0.3676264|0.36391804|0.48467368|0.3152361|-0.49936286|0.14150794|0.8981263|0.21130946|0.4313601|0.6360012|0.76354134|-0.26863438|0.042185076|-0.26509997|0.12979276|-0.1919806|0.25794926|0.6526831|-0.6607238|0.31776014|-0.006392956|0.017926186|0.18877411|-0.25558558|0.2192327|0.042964965|0.41887462|-0.58544993|-0.20441031
1249;-0.34815124|0.12177406|0.13391513|0.16784263|-0.3313834|-0.6958909|-0.2150441|0.23995775|-0.103840485|-0.03500645|0.2876138|0.19611186|-0.46078804|0.28111202|-0.24617085|-0.018900394|0.14777192|0.065660685|-0.53542113|0.22748137|-0.3721963|0.5150454|-0.22695735|-0.3149066|0.2178041|0.37495703|-0.056041583|-0.23721404|-0.44146386|-0.4507513|0.36163568|0.29181314|0.28304967|0.7179294|0.14384376|-0.2221112|0.13209236|-0.09664132|0.14660597|0.37188864|-0.13020125|0.14671844|-0.31020388|-0.15043025|0.11383833|0.23441866|0.2506189|-0.017174415|0.9054558|0.07420215|0.582862|-0.044145465|-0.44160095|0.26043075|-0.46176773|-0.1302838|-0.22016147|0.5276399|-0.48231357|0.17328215|-0.12228872|0.4425443|0.3495971|-0.071070835|-0.13155228|0.1325356|0.32389444|-0.22613893|-0.10981949|-0.08741197|-0.48102093|0.50036454|0.40302283|0.25683507|0.1555109|-0.54920274|0.08152512|0.8897896|0.522464|0.6586928|0.37527305|0.2016528|-0.050881863|0.21064082|-0.5993434|0.2623286|-0.06179382|0.32713732|0.3822812|-0.2413115|0.38486692|0.034544922|-0.2592588|-0.06540397|-0.0930966|0.52197874|-0.22415423|-0.16058074|-0.26000965|-0.32294676
1250;-0.92981046|0.35279644|0.07071082|0.25554973|-1.0975575|-0.3218233|-0.93384755|0.62226117|-0.8044031|0.2045846|0.64811766|-0.77350295|-0.8855978|0.6003732|-0.33262265|-0.15733173|-0.11512392|0.5328025|-0.5947115|-0.06937215|-0.7816966|0.74867135|-0.115801334|-0.27857888|0.4788785|0.26483122|-0.80584276|0.84077525|-0.24875768|-0.9912417|-0.22584218|0.71950275|0.5621394|0.5879969|0.46020508|-0.29446024|0.11570996|-0.12088098|0.70718336|0.6626491|-0.55337834|0.06314684|-0.2977699|-0.6017842|1.014077|0.7223988|0.33662176|-0.5185799|0.8689375|0.65350056|0.46114224|0.48922268|-0.1289087|0.052692346|-0.8619528|-0.1223468|-0.059637487|0.61107635|0.42092097|-0.012661502|-0.8019165|0.9526707|0.70818293|0.24312554|-0.020038575|-0.33360246|-0.4469904|0.017356023|-0.20230639|0.5561675|-0.13462047|0.28352883|0.38685605|0.24951379|0.82090807|-0.25294203|0.110047005|1.0470965|0.64064145|0.4190489|1.0035555|-0.17949998|-0.16983348|0.15178514|-0.96668553|0.56985366|-0.35627207|1.4867561|0.14724305|-0.08161564|0.090990916|0.6655094|-0.8536974|0.23441921|-0.19946112|0.29486477|-0.17779903|0.0018903166|-0.66460943|0.005733043
1251;-0.2926849|0.197992|0.0038743243|0.016540274|-0.30531815|-0.6404884|-0.37489146|-0.090921|-0.4773174|0.06732059|0.29430962|0.03904839|-0.44659063|0.47991604|-0.43139985|-0.09128451|-0.116672635|-0.100321986|-0.60229844|0.26484007|-0.37224567|0.6550601|-0.26348436|-0.3897544|0.21441957|0.10374838|-0.061999902|0.0102111865|-0.32848883|-0.556457|0.4804515|0.4472351|0.1750795|0.20809153|0.1199068|-0.33047298|-0.14709951|-0.14427382|0.24107838|0.5012483|-0.10572381|0.42746097|-0.26441252|-0.26943105|0.37675467|0.32090545|0.57197726|-0.1672692|0.80154794|0.13024543|0.26947516|-0.090486154|-0.15402429|-0.07952449|-0.13111621|0.14977464|-0.16875568|0.1509881|-0.26293996|0.30327347|-0.12165099|0.23537883|0.48679587|-0.07358836|-0.40788725|0.4488126|0.4274102|-0.09034172|-0.119515136|-0.00739228|-0.14088912|0.32581252|0.3809855|0.07326999|0.24079743|-0.3476056|-0.14259176|0.7686927|0.41826555|0.37090403|0.3378399|0.24810511|-0.29237747|0.30861467|-0.41779664|0.2611886|-0.3097705|0.5025474|0.4598201|-0.108765855|0.20607351|0.15469529|-0.30647206|0.45332122|-0.3752634|0.1803965|-0.13443284|-0.16688538|-0.41824|-0.28564447
1252;-0.08570328|0.034533232|-0.23150274|0.43384826|-0.6553767|-0.5692536|-0.5512936|0.20002629|-0.32629275|0.21783671|0.06842649|-0.090886325|0.011655211|0.044661254|-0.107272476|0.0297153|0.16552034|0.17068806|-0.5460795|0.3337897|-0.5814516|0.22504604|-0.58940077|-0.33870795|0.42136145|0.27832103|-0.2941291|-0.12496327|-0.16902989|-0.4345374|-0.04737982|0.24985829|0.24680135|0.64987296|0.19772677|-0.26452547|-0.5496003|-0.4205701|0.38120684|0.21656856|-0.1928921|-0.16630392|-0.09746727|0.027446687|0.39619544|0.33466402|0.27414048|-0.11405836|0.9671164|0.27576673|0.39818704|-0.06973779|-0.36626655|-0.116875604|-0.45782888|0.40712267|-0.11198151|0.56322515|-0.17443633|-0.10227907|-0.34579012|0.15391277|0.69528973|-0.28849125|-0.04126641|0.5326799|0.3753881|-0.09786461|0.47171056|0.06991559|-0.15200442|0.30046916|0.37890646|0.3165145|0.5230491|-0.44852138|0.07893798|0.81413853|0.693299|0.5596654|0.17833844|0.4448388|-0.27773416|0.25696272|-0.20057382|-0.054336518|-0.36613974|0.41871348|0.58200896|-0.41121393|0.16069809|-0.051850885|-0.42000782|0.4608679|-0.58850586|0.45091876|-0.22738782|0.05917728|-0.60104656|-0.18830878
1253;-0.2561824|0.30787253|-0.058150113|0.57464|-0.73515093|-0.40613678|-0.69044757|0.4055126|-0.10221563|-0.05589521|0.20773287|0.43557075|-0.6239448|-0.039822757|-0.27920818|-0.12088495|0.08996388|0.53122497|-0.6980485|0.4231241|-0.71175885|0.7526165|-0.7358746|0.27627915|0.18351382|0.11508859|-0.22245428|-0.22521591|-0.8686328|-0.71515274|0.39181304|0.4795317|0.57667226|0.47547895|0.18154506|0.09722331|-0.2702167|-0.32144967|0.628636|0.4187432|-0.1658333|-0.24599053|-0.18551365|0.03393361|0.51684093|0.51594365|0.31592047|0.33105505|1.1613225|0.26762593|0.67215717|-0.37078634|-0.30922833|-0.026728705|-0.18548076|-0.16677713|-0.4680229|0.53526634|-0.25484535|-0.117789626|-0.08644295|0.22611582|0.66839385|0.022282556|-0.38536662|0.57877076|-0.5281321|-0.17768662|-0.49409202|-0.13704596|-0.5153191|0.9586028|0.7381536|0.36069733|0.67111444|-0.82789606|0.14101113|1.3011527|0.75596666|0.17134187|0.43714175|0.2217069|-0.51250035|0.21194659|-0.51647806|0.50358254|-0.07629861|1.3414786|-0.0034873486|-0.3314376|0.21415001|-0.11408381|-0.64683145|-0.2763267|-0.45945343|0.14329058|0.40928096|0.35691774|-0.16050959|-0.29925096
1254;-0.3592894|0.2066277|0.30099118|0.35168153|-0.53315467|-0.7214187|-0.4668684|0.1336635|-0.5203169|0.10531482|0.30384842|0.2062369|0.16791698|-0.08521879|-0.32871804|0.02468206|-0.18126525|0.14994135|-0.82612544|0.21359533|-0.36885834|0.28480172|-0.47011292|-0.019230396|0.20377517|0.17661136|-0.5922468|0.09093844|-0.36129224|-0.24609187|0.3381836|0.3222252|0.4483931|0.50511456|0.6969837|-0.38043016|0.100500256|-0.08229363|0.40107468|0.24443123|-0.09922494|-0.20930968|-0.1757011|-0.020641372|0.5776892|0.1400584|0.71078277|0.2251314|0.8115534|0.5193947|0.38420734|0.1298022|-0.43707103|-0.42803335|-0.36337104|-0.24470297|-0.056456745|0.43628556|-0.43209088|-0.15845144|-0.46170777|0.34684506|0.628744|-0.04041618|-0.11524086|0.45193082|0.49694902|-0.18715368|0.13180873|-0.29733413|0.14760008|0.82952833|0.3997513|0.65354455|0.38231242|-0.4929627|-0.06144896|0.61705387|0.49962687|0.33277762|0.43549734|0.2622033|-0.23135343|0.29415503|-0.36847836|0.32213786|-0.17543304|0.6717771|0.37503007|-0.6073352|0.24071023|0.111366495|-0.21758044|0.35077214|-0.46978968|0.41597867|-0.26637727|-0.18907979|-0.33115098|-0.17569104
1255;-0.3489889|0.1653242|0.004393164|0.4201111|-0.48066425|-0.45448282|-0.5675528|-0.0659001|-0.3033325|0.13853617|0.28174457|0.106632225|-0.3267814|0.2094872|-0.13542454|-0.08932822|-0.023479087|0.022562467|-0.55224776|0.3945203|-0.49963918|0.22968853|-0.47296798|-0.15176326|0.2215526|0.2588715|-0.25082898|-0.17123981|-0.36363715|-0.38701183|0.2616736|0.18306962|0.17729926|0.42239624|0.14757544|-0.19428737|-0.24300551|-0.2173291|0.12003893|0.33298695|-0.027095243|0.18257606|-0.15320483|-0.22042783|0.15783542|0.123966485|0.3446398|-0.09325993|0.87376565|0.22581422|0.20417532|-0.0044516623|-0.5625758|-0.34760767|-0.44190374|0.3112262|-0.1480108|0.5371754|-0.39409503|0.21335424|-0.031247333|0.28835258|0.518245|-0.03397599|-0.27992493|0.41258466|0.31890148|-0.20697466|0.16074243|-0.044297565|-0.31308746|0.26105726|0.4830947|0.17550854|0.2350867|-0.6060486|0.22368631|0.6555073|0.5028248|0.6341922|0.33347052|0.3332873|-0.14277399|-0.08270408|-0.3016329|0.25938362|-0.116053164|0.38168636|0.5825137|-0.30765843|0.29650885|0.08181384|-0.12927893|0.49081004|-0.5439362|0.17522874|-0.0014251173|0.02571036|-0.40515316|-0.26313454
1256;-0.2735265|0.09692775|0.010259423|0.31534004|-0.4885608|-0.49671304|-0.43972728|-0.039435297|-0.25550404|0.10862577|0.3213128|0.065491855|-0.21403368|0.21908265|-0.22887951|0.008810967|0.06648427|0.037774097|-0.59038|0.44024962|-0.41429374|0.27068034|-0.5580625|-0.15604979|0.23742248|0.2833166|-0.23618533|-0.13013984|-0.45306486|-0.45453393|0.23300593|0.17806995|0.24393922|0.38011453|0.1157217|-0.1851456|-0.23026475|-0.27194324|0.15044191|0.3917998|-0.019970313|0.20653313|-0.17756094|-0.27307105|0.2523293|0.10180178|0.23648052|-0.1388645|0.7975627|0.24240983|0.2122735|0.0044636875|-0.56033385|-0.3366843|-0.45735133|0.32381886|-0.15246162|0.5078982|-0.35541672|0.24640605|-0.06900576|0.284164|0.5543374|0.011642545|-0.23134881|0.5176799|0.409822|-0.20082952|0.10931222|-0.09734962|-0.2518174|0.30426428|0.50394666|0.17893818|0.24820018|-0.61020225|0.17942068|0.67223257|0.40480447|0.61397654|0.3057024|0.35091245|-0.10017578|-0.037017316|-0.31462502|0.25171843|-0.14288633|0.3534747|0.57387644|-0.33045006|0.38586485|0.062882684|-0.15535198|0.52058244|-0.4913841|0.117880344|-0.023763299|-0.03837333|-0.46623266|-0.21137208
1257;-0.48325086|0.636129|0.40380007|-0.15817215|-1.0070502|-0.20431197|-0.03342104|-0.103256315|0.4573242|0.17322914|0.6588768|0.56031656|-0.7921415|-0.051923007|-0.57012135|-0.12121635|0.19929107|0.14612943|-0.55375034|0.4270154|-0.8273069|0.82238454|-0.26751828|-0.19903149|0.28675294|0.572256|0.038125634|-0.3666776|-0.46062374|-0.043304503|0.5921382|0.65696853|0.42147836|0.24889582|0.4902711|-0.22916737|-0.39544863|-0.44101265|0.54563963|0.626449|-0.43294528|-0.054614782|-0.06261119|-0.23155007|0.5105269|0.10841504|0.6085644|-0.4773715|1.3271703|0.21450573|0.3241965|-0.61001694|-0.34765455|0.57864755|-0.50725645|-0.5427613|0.18211442|0.413212|-0.37054467|-0.5152195|-0.36615866|0.0944598|0.29215774|-0.31671143|-0.27818465|0.44200337|0.06850138|-0.3977394|-0.4770628|-0.015633427|0.038705766|0.7000039|0.3605399|0.105041474|0.8036939|-0.8683381|0.122947656|1.2946701|0.7158512|0.6016909|0.60277116|0.13899352|-0.234382|0.26518565|-0.69488555|0.8103178|-0.48733002|1.0030189|0.34144247|-0.30712345|-0.23373953|0.35147136|-0.4175581|0.0707926|-0.32553273|0.43892252|-0.15579183|-0.24138243|0.11105114|-0.46770856
1258;0.5936651|0.25374585|-0.4987698|0.3995729|0.06727803|-0.23082736|-0.53424776|0.35637122|-0.7912787|0.10040249|0.25208536|0.16032058|0.5826844|0.81536084|-0.2933672|-0.37763095|0.14356233|-0.47541067|-0.5288995|0.28616253|-0.49274462|0.6023949|-0.6074109|0.24304698|0.44200867|-0.48611265|0.3052077|-0.11268415|-0.17441069|-0.35481638|0.30635238|0.5115728|0.20126991|0.7019485|0.10969916|-0.6386253|0.5979186|0.4570262|-0.08722873|0.44848156|0.21149893|0.35207397|-0.13115576|-0.37399155|0.5155498|0.066682905|-0.12636173|0.037525054|0.5436709|0.15927343|0.64646375|0.43349883|-0.22135417|0.1775204|-0.19251615|-0.3032077|-0.53179914|0.2825028|-0.34479213|0.2448757|0.0055649877|0.60845435|-0.036732674|-0.27075356|-0.04112917|-0.1342043|0.37277645|-0.344851|-0.42615634|-0.27176547|-0.5886557|0.74394345|0.44483218|0.54993075|0.41992116|-1.0394813|0.36509496|1.1815245|0.85170674|0.55611|0.4645932|0.4962392|-0.42823586|0.2939912|-0.41545805|0.33668107|0.04717441|0.12539282|0.86445916|-0.15177149|0.3340276|0.32539922|0.44763386|0.3993508|0.06960645|0.66347396|0.44902492|0.3023469|-0.43686458|-0.55162036
1259;-0.376167|0.36737448|-0.4853851|0.5294572|-0.5859069|-0.53648573|-0.49286672|0.44141397|-0.25760847|0.33923966|0.1973936|0.13110623|-0.38637677|0.40459168|-0.088545874|-0.43898594|-0.19293755|-0.044658177|-0.38648152|0.3844616|-0.18688247|0.5324316|-0.48795128|-0.005726643|0.20797077|-0.20099466|-0.1311453|-0.49349666|-0.093129754|-0.33692986|0.2999707|0.48395473|0.26455975|0.0015090406|0.030678242|-0.40010798|0.37554133|-0.5646725|-0.23092261|0.21755624|-0.26634055|0.21469618|-0.5270412|-0.22970945|0.46040136|0.17072673|0.3325194|0.036968525|0.50862527|0.17725143|0.5267723|0.11887182|-0.4541428|-0.36886352|-0.19661604|-0.21633506|-0.15569013|0.55364543|-0.06330523|0.22925605|-0.018256366|0.35210046|0.37185347|-0.22242974|-0.07082008|0.57671887|0.14240913|-0.58304775|0.063846305|-0.54476154|-0.2956653|0.48416007|0.19997995|0.145803|0.27114022|-0.54859895|-0.08028124|0.9536862|0.8906958|0.2844535|0.36226305|0.7773416|0.04688853|0.19691953|-0.10176793|0.21830098|0.16802914|-0.019231677|0.44065636|-0.22262985|0.05213645|0.06402607|-0.16910422|0.56181264|0.004514456|0.12553555|0.15123416|-0.14008254|-0.64564127|0.037071317
